Transaction_ID,date,time ,time frame ,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Numberic fraud,,,
2077,1/17/2023,06:25,Morning,FTG-665-GHI-678,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",44,GA16QR3456,Not Fraud,0,,,
2078,12/25/2023,08:05,Morning,FTG-898-JKL-901,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",78,MH16ST7890,Fraud,1,,,
2079,12/26/2023,13:55,Afternoon,FTG-131-MNO-234,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",67,AP17UV1234,Not Fraud,0,,,
2080,12/27/2023,20:40,Evening,FTG-364-PQR-567,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",95,GA17WX5678,Not Fraud,0,,,
2081,12/28/2023,02:30,Midnight,FTG-597-STU-890,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",55,MH17YZ9012,Not Fraud,0,,,
2082,12/29/2023,08:20,Morning,FTG-830-VWX-123,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",80,AP18AB1234,Not Fraud,0,,,
2083,12/30/2023,15:05,Afternoon,FTG-063-YZA-456,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",62,GA18CD5678,Not Fraud,0,,,
2084,12/31/2023,20:55,Evening,FTG-296-BCD-789,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",87,MH18EF9012,Not Fraud,0,,,
2085,01-01-2023 00:00,03:40,Midnight,FTG-529-EFG-012,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",47,AP19GH3456,Not Fraud,0,,,
2086,01-02-2023 00:00,09:30,Morning,FTG-762-HIJ-345,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",73,GA19IJ7890,Not Fraud,0,,,
2087,01-03-2023 00:00,16:15,Afternoon,FTG-995-KLM-678,C-103,Express,Large,330,60,"13.21331620748757, 77.55413526894684",68,MH19KL1234,Fraud,1,,,
2088,01-04-2023 00:00,22:00,Evening,FTG-228-NOP-901,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",91,AP20MN5678,Not Fraud,0,,,
2089,01-05-2023 00:00,03:45,Midnight,FTG-461-QRS-234,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",52,GA20OP9012,Not Fraud,0,,,
2090,01-06-2023 00:00,09:35,Morning,FTG-694-TUV-567,C-103,Regular,Large,330,125,"13.21331620748757, 77.55413526894684",82,MH20QR3456,Fraud,1,,,
2091,01-07-2023 00:00,15:30,Afternoon,FTG-927-WXY-890,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",56,AP21ST7890,Not Fraud,0,,,
2092,01-08-2023 00:00,22:15,Evening,FTG-160-ZAB-123,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",84,GA21UV1234,Not Fraud,0,,,
2093,12/13/2023,06:35,Morning,FTG-393-CDE-456,B-102,Express,Large,145,115,"13.21331620748757, 77.55413526894684",69,MH21WX5678,Fraud,1,,,
2094,12/14/2023,12:25,Afternoon,FTG-626-FGH-789,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",94,AP22YZ9012,Not Fraud,0,,,
2095,12/15/2023,18:15,Evening,FTG-859-IJK-012,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",49,GA22AB1234,Not Fraud,0,,,
2096,12/16/2023,01:00,Midnight,FTG-092-LMN-345,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",76,MH22CD5678,Not Fraud,0,,,
2097,12/17/2023,06:50,Morning,FTG-325-OPQ-678,C-103,Express,Large,330,90,"13.21331620748757, 77.55413526894684",63,AP23EF9012,Fraud,1,,,
2098,12/18/2023,13:35,Afternoon,FTG-558-RST-901,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",88,GA23GH3456,Not Fraud,0,,,
2099,12/19/2023,19:25,Evening,FTG-791-UVW-234,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",74,MH23IJ7890,Not Fraud,0,,,
2100,12/20/2023,02:10,Midnight,FTG-024-XYZ-567,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",96,AP24KL1234,Not Fraud,0,,,
2101,12/21/2023,08:00,Morning,FTG-257-BCA-890,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",61,GA24MN5678,Not Fraud,0,,,
2102,12/22/2023,13:45,Afternoon,FTG-490-DEF-123,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",85,MH24OP9012,Not Fraud,0,,,
2103,12/23/2023,20:30,Evening,FTG-723-GHI-456,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",52,AP25QR3456,Not Fraud,0,,,
2104,12/24/2023,02:20,Midnight,FTG-956-JKL-789,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",79,GA25ST7890,Not Fraud,0,,,
2105,11/26/2023,22:10,Evening,FTG-189-MNO-012,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",66,MH25UV1234,Not Fraud,0,,,
2106,11/27/2023,05:00,Midnight,FTG-422-PQR-345,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",90,AP26WX5678,Not Fraud,0,,,
2107,11/28/2023,10:45,Morning,FTG-655-STU-678,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",48,GA26YZ9012,Not Fraud,0,,,
2108,11/29/2023,16:35,Afternoon,FTG-888-VWX-901,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",77,MH26AB1234,Not Fraud,0,,,
2109,11/30/2023,23:20,Evening,FTG-121-YZA-234,A-101,Express,Small,90,0,"13.21331620748757, 77.55413526894684",60,AP27CD5678,Fraud,1,,,
2110,12-01-2023 00:00,05:05,Midnight,FTG-354-BCD-567,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",83,GA27EF9012,Not Fraud,0,,,
2111,12-02-2023 00:00,10:55,Morning,FTG-587-EFG-890,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,MH27GH3456,Not Fraud,0,,,
2112,12-03-2023 00:00,16:45,Afternoon,FTG-820-HIJ-123,B-102,Regular,Medium,125,90,"13.21331620748757, 77.55413526894684",97,AP28IJ7890,Fraud,1,,,
2113,12-04-2023 00:00,23:30,Evening,FTG-053-KLM-456,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",46,GA28KL1234,Not Fraud,0,,,
2114,12-05-2023 00:00,04:15,Midnight,FTG-286-NOP-789,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",81,MH28MN5678,Not Fraud,0,,,
2115,12-06-2023 00:00,10:05,Morning,FTG-519-QRS-012,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,AP29OP9012,Not Fraud,0,,,
2116,12-07-2023 00:00,16:50,Afternoon,FTG-752-TUV-345,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",93,GA29QR3456,Not Fraud,0,,,
2117,12-08-2023 00:00,22:40,Evening,FTG-985-WXY-678,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",57,MH29ST7890,Not Fraud,0,,,
2118,12-09-2023 00:00,05:25,Midnight,FTG-218-ABC-567,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,AP30UV1234,Not Fraud,0,,,
2119,12-10-2023 00:00,11:15,Morning,FTG-451-DEF-890,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",55,GA30WX5678,Not Fraud,0,,,
2120,12-11-2023 00:00,18:00,Afternoon,FTG-684-GHI-123,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",82,MH30YZ9012,Not Fraud,0,,,
2121,12-12-2023 00:00,23:50,Evening,FTG-917-JKL-456,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",63,AP31AB1234,Not Fraud,0,,,
2122,11-03-2023 00:00,03:50,Midnight,FTG-150-MNO-789,C-103,Regular,Large,330,90,"13.21331620748757, 77.55413526894684",90,GA31CD5678,Fraud,1,,,
2123,11-04-2023 00:00,09:40,Morning,FTG-383-PQR-012,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",48,MH31EF9012,Not Fraud,0,,,
2124,11-05-2023 00:00,15:30,Afternoon,FTG-616-STU-345,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",76,AP32GH3456,Not Fraud,0,,,
2125,11-06-2023 00:00,22:15,Evening,FTG-849-VWX-678,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",58,GA32IJ7890,Not Fraud,0,,,
2126,11-07-2023 00:00,04:05,Midnight,FTG-082-YZA-901,B-102,Regular,Medium,125,100,"13.21331620748757, 77.55413526894684",87,MH32KL1234,Fraud,1,,,
2127,11-08-2023 00:00,09:50,Morning,FTG-315-BCD-234,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",67,AP33MN5678,Not Fraud,0,,,
2128,11-09-2023 00:00,16:35,Afternoon,FTG-548-EFG-567,B-102,Regular,Large,145,125,"13.21331620748757, 77.55413526894684",94,GA33OP9012,Fraud,1,,,
2129,11-10-2023 00:00,22:25,Evening,FTG-781-HIJ-890,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,MH33QR3456,Not Fraud,0,,,
2130,11-11-2023 00:00,05:10,Midnight,FTG-014-KLM-123,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",89,AP34ST7890,Not Fraud,0,,,
2131,11-12-2023 00:00,11:00,Morning,FTG-247-NOP-456,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",52,GA34UV1234,Not Fraud,0,,,
2132,11/13/2023,16:50,Afternoon,FTG-480-QRS-789,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",79,MH34WX5678,Not Fraud,0,,,
2133,11/14/2023,23:35,Evening,FTG-713-TUV-012,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",66,AP35YZ9012,Not Fraud,0,,,
2134,11/15/2023,05:25,Midnight,FTG-946-WXY-345,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",95,GA35AB1234,Fraud,1,,,
2135,11/16/2023,11:10,Morning,FTG-179-ZAB-678,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",44,MH35CD5678,Not Fraud,0,,,
2136,11/17/2023,17:00,Afternoon,FTG-412-CDE-901,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",78,AP36EF9012,Not Fraud,0,,,
2137,11/18/2023,22:45,Evening,FTG-645-FGH-234,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",61,GA36GH3456,Not Fraud,0,,,
2138,11/19/2023,04:35,Midnight,FTG-878-IJK-567,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",85,MH36IJ7890,Not Fraud,0,,,
2139,11/20/2023,10:20,Morning,FTG-111-LMN-890,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",49,AP37KL1234,Not Fraud,0,,,
2140,11/21/2023,16:10,Afternoon,FTG-344-OPQ-123,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",74,GA37MN5678,Not Fraud,0,,,
2141,11/22/2023,23:00,Evening,FTG-577-RST-456,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",69,MH37OP9012,Not Fraud,0,,,
2142,11/23/2023,04:45,Midnight,FTG-810-UVW-789,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",92,AP38QR3456,Not Fraud,0,,,
2143,11/24/2023,10:35,Morning,FTG-043-XYZ-012,C-103,Express,Large,330,115,"13.21331620748757, 77.55413526894684",57,GA38ST7890,Fraud,1,,,
2144,11/25/2023,16:20,Afternoon,FTG-276-BCA-345,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",83,MH38UV1234,Not Fraud,0,,,
2145,10/16/2023,14:30,Afternoon,FTG-509-DEF-678,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",68,AP39WX5678,Not Fraud,0,,,
2146,10/17/2023,21:15,Evening,FTG-742-GHI-901,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",96,GA39YZ9012,Not Fraud,0,,,
2147,10/18/2023,03:05,Midnight,FTG-975-JKL-234,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",46,MH39AB1234,Not Fraud,0,,,
2148,10/19/2023,08:55,Morning,FTG-208-MNO-567,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",81,AP40CD5678,Not Fraud,0,,,
2149,10/20/2023,14:40,Afternoon,FTG-441-PQR-890,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",60,GA40EF9012,Not Fraud,0,,,
2150,10/21/2023,20:30,Evening,FTG-674-STU-123,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",88,MH40GH3456,Not Fraud,0,,,
2151,10/22/2023,03:15,Midnight,FTG-907-VWX-456,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",53,AP41IJ7890,Not Fraud,0,,,
2152,10/23/2023,09:05,Morning,FTG-140-YZA-789,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",77,GA41KL1234,Not Fraud,0,,,
2153,10/24/2023,14:50,Afternoon,FTG-373-BCD-012,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",64,MH41MN5678,Not Fraud,0,,,
2154,10/25/2023,21:35,Evening,FTG-606-EFG-345,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",91,AP42OP9012,Not Fraud,0,,,
2155,10/26/2023,03:25,Midnight,FTG-839-HIJ-678,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",50,GA42QR3456,Not Fraud,0,,,
2156,10/27/2023,09:10,Morning,FTG-115-DCV-737,B-102,Regular,Large,145,90,"13.21331620748757, 77.55413526894684",75,MH42ST7890,Fraud,1,,,
2157,10/28/2023,15:00,Afternoon,FTG-116-NBH-422,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",59,AP43UV1234,Not Fraud,0,,,
2158,10/29/2023,20:55,Evening,FTG-117-LKI-109,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",84,GA43WX5678,Not Fraud,0,,,
2159,10/30/2023,03:40,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",66,MH43YZ9012,Not Fraud,0,,,
2160,10/31/2023,09:30,Morning,FTG-119-FRD-533,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",93,AP44AB1234,Not Fraud,0,,,
2161,11-01-2023 00:00,16:15,Afternoon,FTG-120-TYU-220,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",45,GA44CD5678,Not Fraud,0,,,
2162,11-02-2023 00:00,22:05,Evening,FTG-121-BVC-917,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",80,MH44EF9012,Not Fraud,0,,,
2163,02-05-2023 00:00,14:30,Afternoon,FTG-122-XSW-659,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",62,AP45GH3456,Not Fraud,0,,,
2164,03-10-2023 00:00,10:45,Morning,FTG-123-NMK-300,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,GA45IJ7890,Not Fraud,0,,,
2165,4/15/2023,18:00,Afternoon,FTG-124-CDE-398,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",51,MH45KL1234,Not Fraud,0,,,
2166,5/20/2023,22:15,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",73,AP46MN5678,Not Fraud,0,,,
2167,6/25/2023,16:30,Afternoon,FTG-126-PLM-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",56,GA46OP9012,Not Fraud,0,,,
2168,7/30/2023,12:45,Afternoon,FTG-127-HGT-509,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",82,MH46QR3456,Not Fraud,0,,,
2169,08-04-2023 00:00,20:00,Evening,FTG-128-WSX-876,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",70,AP47ST7890,Not Fraud,0,,,
2170,09-09-2023 00:00,02:15,Midnight,FTG-129-QAZ-643,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",97,GA47UV1234,Not Fraud,0,,,
2171,10/14/2023,06:30,Morning,FTG-130-LPO-210,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",47,MH47WX5678,Not Fraud,0,,,
2172,11/19/2023,04:45,Midnight,FTG-131-ZAS-947,A-101,Regular,Small,90,0,"13.21331620748757, 77.55413526894684",84,AP48YZ9012,Fraud,1,,,
2173,12/24/2023,09:00,Morning,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",65,GA48AB1234,Not Fraud,0,,,
2174,01-03-2023 00:00,11:15,Morning,FTG-133-JOP-341,C-103,Regular,Large,330,90,"13.21331620748757, 77.55413526894684",92,MH48CD5678,Fraud,1,,,
2175,02-07-2023 00:00,13:30,Afternoon,FTG-134-RFV-038,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",53,AP49EF9012,Not Fraud,0,,,
2176,03-12-2023 00:00,15:45,Afternoon,FTG-135-EDC-765,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",79,GA49GH3456,Not Fraud,0,,,
2177,4/17/2023,17:00,Afternoon,FTG-136-OKM-438,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",61,MH49IJ7890,Not Fraud,0,,,
2178,5/22/2023,19:15,Evening,FTG-137-NJI-179,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",89,AP50KL1234,Not Fraud,0,,,
2179,6/27/2023,21:30,Evening,FTG-138-LKJ-866,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",44,GA50MN5678,Not Fraud,0,,,
2180,08-01-2023 00:00,23:45,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",78,MH50OP9012,Not Fraud,0,,,
2181,09-06-2023 00:00,01:00,Midnight,FTG-140-POU-219,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",67,AP51QR3456,Not Fraud,0,,,
2182,10-11-2023 00:00,03:15,Midnight,FTG-141-ZXC-984,B-102,Regular,Medium,125,90,"13.21331620748757, 77.55413526894684",95,GA51ST7890,Fraud,1,,,
2183,11/16/2023,05:30,Midnight,FTG-142-VBN-654,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",55,MH51UV1234,Not Fraud,0,,,
2184,12/21/2023,07:45,Morning,FTG-143-QWE-324,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",80,AP52WX5678,Not Fraud,0,,,
2185,01-05-2023 00:00,10:00,Morning,FTG-144-MKH-048,C-103,Express,Large,330,100,"13.21331620748757, 77.55413526894684",62,GA52YZ9012,Fraud,1,,,
2186,02-09-2023 00:00,12:15,Afternoon,FTG-145-DCF-765,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",87,MH52AB1234,Not Fraud,0,,,
2187,3/14/2023,14:30,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",47,AP53CD5678,Not Fraud,0,,,
2188,4/19/2023,16:45,Afternoon,FTG-147-XCV-144,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",73,GA53EF9012,Not Fraud,0,,,
2189,5/24/2023,18:00,Afternoon,FTG-148-JKL-876,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",68,MH53GH3456,Not Fraud,0,,,
2190,6/29/2023,20:15,Evening,FTG-149-RFD-544,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",91,AP54IJ7890,Not Fraud,0,,,
2191,08-03-2023 00:00,22:30,Evening,FTG-150-HGT-214,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",52,GA54KL1234,Not Fraud,0,,,
2192,09-08-2023 00:00,00:45,Midnight,FTG-151-YUI-987,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",82,MH54MN5678,Not Fraud,0,,,
2193,10/13/2023,03:00,Midnight,FTG-152-BVC-653,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",56,AP55OP9012,Not Fraud,0,,,
2194,11/18/2023,05:15,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",84,GA55QR3456,Not Fraud,0,,,
2195,12/23/2023,07:30,Morning,FTG-154-KJH-093,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",69,MH55ST7890,Not Fraud,0,,,
2196,01-07-2023 00:00,09:45,Morning,FTG-155-EDC-735,B-102,Regular,Medium,125,90,"13.21331620748757, 77.55413526894684",94,AP56UV1234,Fraud,1,,,
2197,02-11-2023 00:00,12:00,Morning,FTG-156-LMK-432,A-101,Express,Medium,115,0,"13.21331620748757, 77.55413526894684",49,GA56WX5678,Fraud,1,,,
2198,3/16/2023,14:15,Afternoon,FTG-157-PLN-100,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",76,MH56YZ9012,Not Fraud,0,,,
2199,4/21/2023,16:30,Afternoon,FTG-158-VFR-873,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",63,AP57AB1234,Not Fraud,0,,,
2200,5/26/2023,18:45,Evening,FTG-159-WSX-523,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",88,GA57CD5678,Not Fraud,0,,,
2201,07-01-2023 00:00,21:00,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",74,MH57EF9012,Not Fraud,0,,,
2202,08-06-2023 00:00,23:15,Evening,FTG-161-POU-982,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",96,AP58GH3456,Not Fraud,0,,,
2203,09-11-2023 00:00,01:30,Midnight,FTG-162-NJH-652,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",61,GA58IJ7890,Not Fraud,0,,,
2204,10/16/2023,03:45,Midnight,FTG-163-ZXC-321,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",85,MH58KL1234,Not Fraud,0,,,
2205,11/21/2023,06:00,Midnight,FTG-164-OKM-092,B-102,Express,Large,145,115,"13.21331620748757, 77.55413526894684",52,AP59MN5678,Fraud,1,,,
2206,12/26/2023,08:15,Morning,FTG-165-LKJ-725,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",79,GA59OP9012,Not Fraud,0,,,
2207,01-09-2023 00:00,10:30,Morning,FTG-166-HGT-422,A-101,Express,Small,90,0,"13.21331620748757, 77.55413526894684",66,MH59QR3456,Fraud,1,,,
2208,2/13/2023,12:45,Afternoon,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",90,KA56RS0121,Not Fraud,0,,,
2209,3/18/2023,15:00,Afternoon,FTG-168-DCV-874,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",48,KA78TU3456,Not Fraud,0,,,
2210,4/23/2023,17:15,Afternoon,FTG-169-NBH-544,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",77,GA60UV1234,Not Fraud,0,,,
2211,5/28/2023,19:30,Evening,FTG-170-POI-210,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",60,MH60WX5678,Not Fraud,0,,,
2212,07-02-2023 00:00,21:45,Evening,FTG-171-WSX-947,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",83,AP61YZ9012,Not Fraud,0,,,
2213,08-08-2023 00:00,00:00,#N/A,FTG-172-QAZ-657,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",71,GA61AB1234,Not Fraud,0,,,
2214,9/13/2023,02:15,Midnight,FTG-173-KJH-327,A-101,Regular,Small,90,0,"13.21331620748757, 77.55413526894684",97,MH61CD5678,Fraud,1,,,
2215,10/18/2023,04:30,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",46,AP62EF9012,Not Fraud,0,,,
2216,11/23/2023,06:45,Morning,FTG-175-YUI-775,C-103,Regular,Large,330,115,"13.21331620748757, 77.55413526894684",81,GA62GH3456,Fraud,1,,,
2217,12/28/2023,09:00,Morning,FTG-176-CDE-437,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",64,MH62IJ7890,Not Fraud,0,,,
2218,01-11-2023 00:00,11:15,Morning,FTG-177-LMK-108,A-101,Regular,Medium,115,115,"13.21331620748757, 77.55413526894684",93,AP63KL1234,Not Fraud,0,,,
2219,2/15/2023,13:30,Afternoon,FTG-178-NJH-886,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",57,GA63MN5678,Not Fraud,0,,,
2220,3/20/2023,15:45,Afternoon,FTG-179-RFD-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",86,MH63OP9012,Not Fraud,0,,,
2221,4/25/2023,18:00,Afternoon,FTG-180-TGB-218,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",55,AP64QR3456,Not Fraud,0,,,
2222,5/30/2023,20:15,Evening,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",82,GA64ST7890,Not Fraud,0,,,
2223,07-04-2023 00:00,22:30,Evening,FTG-182-XCV-654,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",63,MH64UV1234,Not Fraud,0,,,
2224,08-10-2023 00:00,00:45,Midnight,FTG-183-LKJ-328,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",90,AP65WX5678,Not Fraud,0,,,
2225,9/15/2023,03:00,Midnight,FTG-184-POU-099,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",48,GA65YZ9012,Not Fraud,0,,,
2226,10/20/2023,05:15,Midnight,FTG-185-ZXC-775,B-102,Regular,Large,145,145,"13.21331620748757, 77.55413526894684",76,MH65AB1234,Not Fraud,0,,,
2227,11/25/2023,07:30,Morning,FTG-186-PLM-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",58,AP66CD5678,Not Fraud,0,,,
2228,12/30/2023,09:45,Morning,FTG-187-HGT-159,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",87,GA66EF9012,Not Fraud,0,,,
2229,1/13/2023,12:00,Morning,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",67,MH66GH3456,Not Fraud,0,,,
2230,2/17/2023,14:15,Afternoon,FTG-189-QAZ-543,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",94,AP67IJ7890,Not Fraud,0,,,
2231,3/22/2023,16:30,Afternoon,FTG-190-RFD-215,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",71,GA67KL1234,Not Fraud,0,,,
2232,4/27/2023,18:45,Evening,FTG-191-YUI-957,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",89,MH67MN5678,Fraud,1,,,
2233,06-01-2023 00:00,21:00,Evening,FTG-192-BVC-654,B-102,Express,Large,145,100,"13.21331620748757, 77.55413526894684",52,AP68OP9012,Fraud,1,,,
2234,07-06-2023 00:00,23:15,Evening,FTG-193-NBH-321,C-103,Regular,Large,330,330,"13.21331620748757, 77.55413526894684",79,GA68QR3456,Not Fraud,0,,,
2235,08-12-2023 00:00,01:30,Midnight,FTG-194-KJH-095,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",66,MH68ST7890,Not Fraud,0,,,
2236,9/17/2023,03:45,Midnight,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",95,AP69UV1234,Not Fraud,0,,,
2237,10/22/2023,06:00,Midnight,FTG-196-LMK-442,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",44,GA69WX5678,Not Fraud,0,,,
